Patch_ID,Sheet,Cell_or_Range,Current_Value_or_Formula,Proposed_Value_or_Formula,Change_Type,Source_Path_or_URL,Source_Hash,Source_Page_or_Image,Exact_Excerpt,Confidence,Formula_Impact,Reconciliation_Impact,Address_Type,Reason,Risk,Decision
P-145,Title,"Title!present-owner blocks, all seven tracts (new status column)",(absent from the visible sheet),Add a visible 'Present-owner status' column carrying the hidden PRESENT VESTING CONTROL classification for every row: CONFIRMED PRESENT RECORD OWNER / LATEST LOCATED RECORD OWNER / QUANTIFIED UNRESOLVED RESIDUAL / TRUSTEE OR LEGAL TITLE HOLDER,Surface hidden register to visible sheet,Google Drive (MCP) file 1owajPR934i5bYiQMx_14kLxHOazRFQM6DgFx8NttDQw — 'Section_3211N25W_Beckham_Co_Diversified_Cursory_Report_NHE_852026_BACKWARDS_TITLE_V7',"NOT COMPUTABLE — Google Sheets native file, no binary to hash. Underlying XLSX not present in any reachable location; the two declared control hashes were NOT located (see input ledger).",Hidden PRESENT VESTING CONTROL and TITLE CHAIN QA sheets,OWNER STATUS - REPORTED SEPARATELY: R1 confirmed present 0.000000; R2 0.000000; R3 0.000000; R4 0.062500; R5 0.000000; R6 0.062500; R7 0.000000. 'No tract is documentarily closed.',HIGH — the data already exists inside the workbook,Adds a column; check column-width and print-range settings,NONE — no numeric change,n/a,The single highest-value change in this packet. The workbook already knows that essentially none of the section has a confirmed present record owner; the visible Title sheet says the opposite on all 87 rows.,CRITICAL,APPLY
P-146,Title,Title!rows 56 and 199 — qualification block,(no statement about arithmetic),Add: 'Arithmetic reconciliation of net mineral acres to tract acreage is a completeness check only. It is not title evidence and does not establish present ownership.',Add anti-inference statement,Google Drive (MCP) file 1owajPR934i5bYiQMx_14kLxHOazRFQM6DgFx8NttDQw — 'Section_3211N25W_Beckham_Co_Diversified_Cursory_Report_NHE_852026_BACKWARDS_TITLE_V7',"NOT COMPUTABLE — Google Sheets native file, no binary to hash. Underlying XLSX not present in any reachable location; the two declared control hashes were NOT located (see input ledger).",Hidden TITLE CHAIN QA sheet,Proof basis and owner status are independent. Status totals are not added to proof basis.,HIGH,NONE,NONE,n/a,Section 4 forbids treating arithmetic reconciliation as title evidence. The report presents 26 of 26 balanced reconciliation checks and seven totals footing to 640.000000 while resting on 10 assumed owners and 76 unconfirmed ones.,HIGH,APPLY
P-147,OGL,OGL!entire sheet — lease sweep,8 leases carried,"Run the complete per-tract lease sweep required by Section 5A (leases, memoranda, extensions, amendments, ratifications, top leases, releases, surrenders, terminations, assignments, partial assignments, depth severances, wellbore assignments, ORRI assignments, pooling and spacing documents) for 03/2023-08/05/2026, and search every current owner and unresolved interest for a newer lease.",Full lease sweep,NOT PERFORMED — Beckham County Clerk unreachable (HTTPS 403),n/a,n/a,35 of 87 Title rows show 'None' for OGL — any newer lease on those owners would change the sheet materially,NONE — not performed,Unknown,Unknown,n/a,Section 5 requires a full sweep per tract. No part of the 03/2023-08/05/2026 window was searched.,CRITICAL,CURATIVE_REQUIRED
P-148,Well 1,Well 1!rows 1343-1354 — production columns,OTC series through 2022-08,"Pull current OCC/OTC production and status through 08/05/2026 and restate first/last production, producing-month series and status for all 11 wells.",Production refresh,NOT PERFORMED — OCC/OTC unreachable (HTTPS 403),n/a,n/a,The 2022-08 endpoint common to all OTC series is the reporting cutoff of the production dataset.,NONE — not performed,NONE,Determines HBP for every lease in the report,n/a,The highest-value single curative item after 2434/751. Every HBP conclusion in the report depends on it.,CRITICAL,CURATIVE_REQUIRED
P-149,Well 1,Well 1!row 1344 — Crook #1-32 status,GAS (RBDMS status fields conflict AC/DRY — conflict preserved),Retain the preserved conflict; resolve against the OCC completion and plugging records.,Conflict resolution,OCC RBDMS filtered snapshot 2026-07-09 (project file),n/a,Well 1 sheet,GAS (RBDMS status fields conflict AC/DRY - conflict preserved),MEDIUM,NONE,NONE,n/a,Preserving the conflict is correct practice. Resolving it needs OCC records unavailable here.,MEDIUM,CURATIVE_REQUIRED
P-150,Well 1,Well 1!row 1352 — LeGrand #2-32 location,"N/2 N/2 S/2 NW/4 (RBDMS legal as reported); 1,320' W, 1,070' S — assigned to Tract 5 per lease lands",Retain both the RBDMS call and the tract assignment with the conflict visible; resolve against the OCC well record and completion report.,Conflict resolution,OCC RBDMS filtered snapshot 2026-07-09 (project file),n/a,Well 1 / PLAT,LeGrand #2-32 is plotted per lease lands and footages; the RBDMS quarter-call as reported conflicts and is preserved on Well 1.,MEDIUM,NONE,Affects which tract is credited with production,n/a,"The RBDMS quarter-call places the well in Tract 3 (S/2 NW/4) while lease lands place it in Tract 5 (S/2 SW/4). Tract 3 has no active lease and Tract 5's maintaining lease is unresolved, so the answer matters.",HIGH,CURATIVE_REQUIRED
P-151,WI 1,WI 1!succession rows — new open step,"(chain ends at 2400/551, 03/02/2023)","Add an express open step recording the four untraced post-cutoff Diversified-family filings (2434/751, 2451/4, 2476/121, 2480/824) and stating that the leasehold identity path is not confirmed beyond 03/02/2023.",Add open step,Google Drive (MCP) file 1owajPR934i5bYiQMx_14kLxHOazRFQM6DgFx8NttDQw — 'Section_3211N25W_Beckham_Co_Diversified_Cursory_Report_NHE_852026_BACKWARDS_TITLE_V7',"NOT COMPUTABLE — Google Sheets native file, no binary to hash. Underlying XLSX not present in any reachable location; the two declared control hashes were NOT located (see input ledger).",WI 1 sheet; Runsheet entries 54-57,LEASEHOLD IDENTITY PATH ONLY. Nothing on this sheet establishes fee mineral ownership. Present fee mineral title is NOT DETERMINED.,HIGH,NONE,NONE — no percentage changes,n/a,"WI 1 currently ends by naming Diversified Production LLC as the present claimant, but four later filings from Diversified entities sit unread. The sheet must not imply the path is closed.",CRITICAL,APPLY
P-152,WI 1,WI 1!claimant rows — Diversified / OCM Denali separation,"Diversified Production LLC 51.25% of the KL CHK SPV branch; OCM Denali Holdings, LLC 48.75% (parallel branch)",No change.,No change required,Google Drive (MCP) file 1owajPR934i5bYiQMx_14kLxHOazRFQM6DgFx8NttDQw — 'Section_3211N25W_Beckham_Co_Diversified_Cursory_Report_NHE_852026_BACKWARDS_TITLE_V7',"NOT COMPUTABLE — Google Sheets native file, no binary to hash. Underlying XLSX not present in any reachable location; the two declared control hashes were NOT located (see input ledger).",WI 1 sheet; 2371/470-494 page 2 face read,"Page 2 (Book 2371 Pg 471): ""(x) to Diversified Production LLC ... 51.25%""; 48.75% to OCM Denali Holdings LLC",HIGH,NONE,NONE,n/a,"Correctly separated as the task requires, with an express warning not to attribute the Denali branch to Diversified. Preserve exactly.",LOW,APPLY
P-153,Title,Title!row 191 — 15.000875% row,"Face-verified arithmetic product ~ 15.000875% ~ ARITHMETIC PRODUCT ONLY ~ NOT WI, NOT NRI, NOT ORRI, NOT NMA AND NOT A FINAL OWNERSHIP DECIMAL (29.27% x 51.25%)",No change.,No change required,Google Drive (MCP) file 1owajPR934i5bYiQMx_14kLxHOazRFQM6DgFx8NttDQw — 'Section_3211N25W_Beckham_Co_Diversified_Cursory_Report_NHE_852026_BACKWARDS_TITLE_V7',"NOT COMPUTABLE — Google Sheets native file, no binary to hash. Underlying XLSX not present in any reachable location; the two declared control hashes were NOT located (see input ledger).",Title leasehold summary; 2340/490 Section 1.1 and 2371/471 face reads,"29.27% x 41/80 = 15.000875%; 0.2927 x 0.5125 = 0.15000875 exactly. IT IS NOT A WORKING INTEREST, NOT A NET REVENUE INTEREST, NOT AN ORRI, NOT NET MINERAL ACRES, AND NOT A FINAL OWNERSHIP DECIMAL.",HIGH,NONE,NONE,n/a,Already handled exactly as the task requires. Keep the warning adjacent and unaltered; do not let the figure migrate into any interest column.,LOW,APPLY
P-154,Title,Title!Tract 1 — Adolf Bollenbach row,"Adolf Bollenbach, or his unlocated successors and assigns — 65.000000 NMA","Do NOT name any successor, heir, devisee or assign of Adolf Bollenbach.",PROHIBITION — do not change,"Task specification Sections 4, 5, 6, 9, 11 + held workbook evidence",n/a,n/a,"Adolf Bollenbach, or his unlocated successors and assigns — 65.000000 NMA",HIGH,NONE,NONE,n/a,"Section 4 expressly rejects 'Adolf Bollenbach or successors' as a proved named current owner. The last supported vesting is WD 10/255 dated 01/31/1910 and the chain then opens. 65 NMA — the largest single unresolved block in the report — must remain expressly unresolved and visually identified as such. Do not substitute a genealogical, people-search or AI-derived name.",CRITICAL if violated,DO_NOT_APPLY
P-155,Title,Title!Tract 1 — Ellen W. Crook beneficiaries row,"Beneficiaries of Ellen W. Crook (13 named, DECR 83/259) — 40.000000 NMA",Do NOT allocate the 40.000000 NMA among the thirteen named beneficiaries.,PROHIBITION — do not change,"Task specification Sections 4, 5, 6, 9, 11 + held workbook evidence",n/a,n/a,"Beneficiaries of Ellen W. Crook (13 named, DECR 83/259) — 40.000000 NMA",HIGH,NONE,NONE,n/a,"The decree face does not state individual allocations. Allocating 1/13 each (or 1/26 as the Runsheet recites) would be arithmetic invention, not title proof. Keep as unresolved probate beneficiaries.",CRITICAL if violated,DO_NOT_APPLY
P-156,Title,Title!all tracts — Net Acres column,Stated schedule values footing to 640.000000 exactly,Do NOT adjust any Net Acres figure to accommodate the owner-display corrections.,PROHIBITION — do not change,"Task specification Sections 4, 5, 6, 9, 11 + held workbook evidence",n/a,n/a,Stated schedule values footing to 640.000000 exactly,HIGH,NONE,NONE,n/a,"Every patch in this packet is a text or status change. None alters an NMA value, and the seven tract totals must continue to foot to 160.000000 + 6 x 80.000000 = 640.000000. If a proposed edit changes a number, it is out of scope for this packet.",CRITICAL if violated,DO_NOT_APPLY
P-157,Runsheet,Runsheet!entries 1-208,208 historical instruments including released and superseded ones,Do NOT delete any historical instrument.,PROHIBITION — do not change,"Task specification Sections 4, 5, 6, 9, 11 + held workbook evidence",n/a,n/a,208 historical instruments including released and superseded ones,HIGH,NONE,NONE,n/a,Section 6: never delete a historical instrument merely because it is not currently active. Expired and released leases move OUT of the active OGL display but stay in the Runsheet and lease-history register.,CRITICAL if violated,DO_NOT_APPLY
P-158,OGL,OGL!OGL 4 (341/538) and OGL 5 (340/323),RETAINED - ACTIVE / POTENTIALLY MAINTAINED,Do NOT resolve these to ACTIVE or HBP on the strength of the prior abstract or the index alone.,PROHIBITION — do not change,"Task specification Sections 4, 5, 6, 9, 11 + held workbook evidence",n/a,n/a,RETAINED - ACTIVE / POTENTIALLY MAINTAINED,HIGH,NONE,NONE,n/a,Both recorded faces are unheld. OGL 4's own note records that no recorded bridge to asset OK48147.001.1 or Diversified was located. A prior title report or index entry is a lead only (evidence tier 9) and cannot prove current lease status.,CRITICAL if violated,DO_NOT_APPLY
P-159,Title,Title!leasehold summary — WI / NRI,EST. quantum not calculable from held exhibits,"Do NOT state any exact WI, NRI, ORRI or NMA for Diversified Production LLC.",PROHIBITION — do not change,"Task specification Sections 4, 5, 6, 9, 11 + held workbook evidence",n/a,n/a,EST. quantum not calculable from held exhibits,HIGH,NONE,NONE,n/a,"Exhibits A, B, C and the Excluded Assets schedules are not held. 29.27% x 51.25% = 15.000875% is arithmetic only and is not WI, NRI, ORRI, NMA or final ownership. Do not let it migrate into an interest column.",CRITICAL if violated,DO_NOT_APPLY
P-160,Overview,Overview!row 50 — LAST ENTRY,Not established,Do NOT populate LAST ENTRY.,PROHIBITION — do not change,"Task specification Sections 4, 5, 6, 9, 11 + held workbook evidence",n/a,n/a,Not established,HIGH,NONE,NONE,n/a,"Section 11 permits it only when the refreshed Runsheet supports it. The Runsheet was not refreshed through 08/05/2026, so no value is supportable.",CRITICAL if violated,DO_NOT_APPLY
P-161,Title,Title!all sheets — 'current' representations,Report presented as effective 08/05/2026,"Do NOT describe this report as current, revalidated or refreshed to 08/05/2026.",PROHIBITION — do not change,"Task specification Sections 4, 5, 6, 9, 11 + held workbook evidence",n/a,n/a,Report presented as effective 08/05/2026,HIGH,NONE,NONE,n/a,"The recorded search stops 03/02/2023 and production evidence stops 2022-08. No live county, OCC, OTC, Secretary of State or SEC source was reachable during this research session. The currency claim is unsupported until those searches are actually run.",CRITICAL if violated,DO_NOT_APPLY
